Time, art-blood-Compound, art-blood-Marker, art-blood-Metabolite, bile-Metabolite
54.5, 0.0006, 0, 0, 0
55, 0, 0, 0, 0
55.5, 0, 0.0012, 0, 0
56, 0.001, 0.001, 0, 0
56.5, 0, 0, 0, 0
57, 0.0012, 0.0008, 0, 0.0002
57.5, 0.001, 0.0016, 0, 0
58, 0.0008, 0.0012, 0, 0.0001
58.5, 0.0012, 0, 0.0001, 0.0002
59, 0, 0, 0, 0.0001
59.5, 0, 0, 0, 0.0001
60, 0.0008, 0.0008, 0.0001, 0
60.5, 0, 0, 0, 0.0001
61, 0.0022, 0.0026, 0, 0
61.5, 0.0022, 0.0014, 0, 0.0001
62, 0.0004, 0.0004, 0, 0.0002
62.5, 0.0012, 0.0006, 0, 0
63, 0.0024, 0.0006, 0, 0
63.5, 0.0082, 0.008, 0.0001, 0.0001
64, 0, 0, 0, 0.0001
64.5, 0.0004, 0.0002, 0, 0
65, 0.0002, 0.0008, 0, 0.0004
65.5, 0, 0, 0, 0.0001
66, 0.001, 0.0002, 0, 0.0002
66.5, 0.001, 0.0006, 0, 0.0001
67, 0, 0.0006, 0, 0.0001
67.5, 0.0006, 0.0006, 0.0001, 0.0001
68, 0, 0, 0, 0
68.5, 0.0006, 0.0002, 0.0001, 0.0002
69, 0.001, 0.0006, 0, 0
69.5, 0.0002, 0.0004, 0, 0
70, 0.0008, 0.0012, 0.0002, 0
70.5, 0, 0.0006, 0, 0.0002
71, 0, 0, 0, 0.0003
71.5, 0.0008, 0, 0.0001, 0
72, 0.0006, 0.0004, 0, 0.0001
72.5, 0, 0.0002, 0, 0
73, 0.0006, 0.0006, 0, 0.0001
73.5, 0.0002, 0, 0, 0
74, 0, 0, 0, 0
74.5, 0, 0.0004, 0, 0
75, 0.0006, 0.0006, 0, 0.0002
75.5, 0.0002, 0.0004, 0, 0
76, 0, 0, 0, 0.0001
76.5, 0.0016, 0.0008, 0, 0.0002
77, 0, 0, 0, 0
77.5, 0.0004, 0.0004, 0, 0.0001
78, 0.0008, 0.0012, 0.0002, 0
78.5, 0, 0.0002, 0, 0.0002
79, 0, 0, 0, 0
79.5, 0.0004, 0, 0, 0
80, 0.0006, 0.0008, 0, 0.0001
80.5, 0.0006, 0.0004, 0, 0.0001
81, 0.0004, 0.001, 0, 0
81.5, 0.0016, 0.0018, 0, 0.0001
82, 0.0016, 0.001, 0.0002, 0
82.5, 0.0008, 0.0004, 0, 0.0001
83, 0.0016, 0.002, 0.0001, 0.0001
83.5, 0.002, 0.0018, 0, 0.0001
84, 0, 0, 0, 0
84.5, 0.0014, 0, 0, 0.0001
85, 0.0004, 0.0002, 0.0001, 0
85.5, 0.0004, 0.0004, 0, 0
86, 0.0008, 0.0012, 0, 0.0003
86.5, 0.003, 0.002, 0.0002, 0.0002
87, 0.0016, 0.0022, 0.0001, 0
87.5, 0.0014, 0.0012, 0.0002, 0.0001
88, 0, 0, 0, 0.0001
88.5, 0.001, 0.0008, 0, 0
89, 0.0006, 0, 0, 0
89.5, 0.0004, 0.0002, 0, 0.0001
90, 0.0016, 0.0006, 0, 0
90.5, 0.001, 0.0016, 0, 0.0002
91, 0.0014, 0.001, 0, 0
91.5, 0.0004, 0.0002, 0, 0.0001
92, 0.0002, 0.001, 0, 0.0002
92.5, 0.0002, 0, 0, 0.0001
93, 0.0008, 0.0006, 0, 0
93.5, 0, 0, 0, 0.0001
94, 0.0006, 0.0006, 0, 0.0001
94.5, 0, 0, 0, 0.0002
95, 0.001, 0.0016, 0, 0
95.5, 0.0028, 0.0012, 0, 0.0001
96, 0.0014, 0.0016, 0.0001, 0.0001
96.5, 0, 0, 0, 0
97, 0.0006, 0, 0, 0.0002
97.5, 0, 0.0008, 0, 0.0001
98, 0.0004, 0.0006, 0, 0.0001
98.5, 0.0002, 0.0006, 0, 0
99, 0, 0, 0, 0
99.5, 0, 0, 0, 0
100, 0.0008, 0, 0.0002, 0.0001
100.5, 0, 0.0006, 0.0001, 0
101, 0.0006, 0.0006, 0.0001, 0
