Time, art-blood-Compound, art-blood-Marker, art-blood-Metabolite, bile-Metabolite
53.5, 0.0006, 0.0006, 0, 0
54, 0.0058, 0.0078, 0, 0.0001
54.5, 0, 0.0004, 0, 0
55, 0, 0.0008, 0, 0.0003
55.5, 0.002, 0.0028, 0, 0
56, 0.002, 0.001, 0, 0.0001
56.5, 0.0022, 0.0014, 0, 0.0001
57, 0.0002, 0.0004, 0, 0
57.5, 0.0014, 0.0022, 0.0001, 0.0001
58, 0.0024, 0.0022, 0.0001, 0
58.5, 0.0018, 0, 0, 0
59, 0.01, 0, 0, 0.0001
59.5, 0.0018, 0.0012, 0, 0.0001
60, 0.001, 0.0008, 0.0001, 0.0002
60.5, 0, 0.0006, 0, 0
61, 0.0022, 0, 0, 0.0001
61.5, 0.0016, 0.001, 0, 0.0003
62, 0.0002, 0.001, 0.0001, 0
62.5, 0, 0.0004, 0, 0.0001
63, 0, 0, 0, 0.0004
63.5, 0.0014, 0, 0, 0.0001
64, 0.0048, 0.0018, 0, 0.0001
64.5, 0.0018, 0.003, 0, 0.0002
65, 0.0144, 0.0056, 0, 0.0002
65.5, 0.0034, 0.002, 0.0003, 0
66, 0.0064, 0.012, 0, 0.0001
66.5, 0.0018, 0.0016, 0, 0
67, 0, 0.001, 0, 0.0001
67.5, 0.0014, 0.0012, 0, 0.0001
68, 0.0022, 0.0014, 0, 0.0001
68.5, 0.0044, 0.0046, 0.0002, 0.0003
69, 0.0006, 0, 0.0001, 0
69.5, 0.0024, 0.0038, 0, 0.0002
70, 0.0022, 0.001, 0, 0.0001
70.5, 0.0022, 0.0018, 0.0002, 0
71, 0.0034, 0.005, 0.0001, 0.0002
71.5, 0.002, 0.0034, 0, 0
72, 0.002, 0.002, 0.0001, 0
72.5, 0.001, 0.0006, 0, 0.0002
73, 0.003, 0.0042, 0.0001, 0.0003
73.5, 0.0014, 0.0016, 0.0001, 0.0003
74, 0.001, 0.0008, 0, 0
74.5, 0.0044, 0.0066, 0, 0.0001
75, 0.003, 0.006, 0, 0.0001
75.5, 0.001, 0.001, 0.0001, 0.0001
76, 0.0008, 0.0012, 0, 0
76.5, 0.0014, 0.0016, 0.0001, 0.0001
77, 0.0004, 0.0008, 0, 0
77.5, 0.002, 0.0012, 0, 0.0003
78, 0, 0, 0, 0.0001
78.5, 0.0056, 0.0076, 0, 0.0003
79, 0.0014, 0.0032, 0.0001, 0
79.5, 0.0016, 0.004, 0, 0.0001
80, 0.0036, 0.0034, 0, 0
80.5, 0.0016, 0.0034, 0, 0.0001
81, 0.002, 0.004, 0.0002, 0.0001
81.5, 0.003, 0.0082, 0, 0.0003
82, 0.005, 0.009, 0, 0.0001
82.5, 0.0018, 0.0038, 0, 0
83, 0.0034, 0.0066, 0.0002, 0.0001
83.5, 0.0006, 0.0006, 0, 0.0001
84, 0.002, 0.0038, 0, 0
84.5, 0.003, 0.0068, 0, 0.0003
85, 0.0034, 0.0064, 0, 0.0002
85.5, 0.0014, 0.0016, 0.0002, 0.0001
86, 0.0028, 0.0096, 0.0002, 0.0001
86.5, 0.0028, 0.004, 0, 0.0002
87, 0.0022, 0, 0, 0.0001
87.5, 0, 0.0052, 0, 0.0002
88, 0, 0, 0, 0.0001
88.5, 0.0048, 0.006, 0.0001, 0.0001
89, 0.001, 0.0038, 0, 0
89.5, 0.001, 0.0028, 0, 0
90, 0.0012, 0.0018, 0.0001, 0
90.5, 0.002, 0, 0, 0.0001
91, 0.003, 0.0056, 0.0001, 0.0001
91.5, 0.0004, 0.0004, 0, 0
92, 0.0008, 0.0004, 0, 0.0001
92.5, 0.0006, 0.002, 0, 0.0002
93, 0.0008, 0, 0, 0.0001
93.5, 0, 0, 0, 0.0001
94, 0.001, 0.0004, 0, 0.0003
94.5, 0.0022, 0.0026, 0.0001, 0.0002
95, 0.0018, 0.0016, 0, 0
95.5, 0.0034, 0.0038, 0, 0.0004
96, 0.0026, 0.0026, 0.0003, 0
96.5, 0.004, 0.0064, 0, 0.0001
97, 0.0048, 0.0082, 0.0003, 0.0003
97.5, 0, 0, 0, 0.0002
98, 0.0034, 0.0026, 0.0001, 0.0001
98.5, 0.001, 0.0008, 0, 0.0002
99, 0, 0.0006, 0, 0.0003
99.5, 0.0038, 0.0026, 0, 0.0001
100, 0.0024, 0.0028, 0, 0.0003
100.5, 0, 0.0076, 0.0001, 0
101, 0.0064, 0.0086, 0, 0.0002
